"name","run.no.in.std.order","run.no","run.no.std.rp","sizea","sizeb","temp","Blocks"
"46","3227",46,3227,"12","6","tt",".7"
"47","645",47,645,"9","4","tt",".2"
"48","1976",48,1976,"4","2","tn",".5"
"49","3950",49,3950,"14","11","nn",".9"
"50","15",50,15,"12","10","nt",".1"
"51","4238",51,4238,"6","0","tn",".9"
"52","4293",52,4293,"14","11","nt",".10"
"53","2602",53,2602,"9","0","tn",".6"
"54","4383",54,4383,"11","1","tt",".10"
"55","3826",55,3826,"12","5","nn",".9"
"56","3534",56,3534,"11","9","nn",".8"
"57","4742",57,4742,"5","3","nt",".10"
"58","861",58,861,"12","10","nn",".2"
"59","4516",59,4516,"13","0","tn",".10"
"60","4475",60,4475,"7","4","tn",".10"
"61","4091",61,4091,"9","6","nn",".9"
"62","3391",62,3391,"8","0","nt",".8"
"63","31",63,31,"8","7","tn",".1"
"64","1424",64,1424,"9","3","nt",".3"
"65","3173",65,3173,"1","1","nt",".7"
"66","2191",66,2191,"5","2","tn",".5"
"67","4105",67,4105,"7","0","nt",".9"
"68","388",68,388,"13","8","nt",".1"
"69","1689",69,1689,"14","11","tn",".4"
"70","987",70,987,"6","0","nn",".3"
"71","2161",71,2161,"12","12","nn",".5"
"72","3536",72,3536,"14","3","nn",".8"
"73","3684",73,3684,"10","6","nt",".8"
"74","4618",74,4618,"9","3","tn",".10"
"75","356",75,356,"3","3","tn",".1"
"76","3651",76,3651,"6","5","nn",".8"
"77","1864",77,1864,"7","5","tt",".4"
"78","4004",78,4004,"12","7","tt",".9"
"79","4206",79,4206,"12","11","nt",".9"
"80","1567",80,1567,"14","7","nn",".4"
"81","2936",81,2936,"9","6","tn",".7"
"82","3655",82,3655,"11","11","nn",".8"
"83","3406",83,3406,"9","8","tn",".8"
"84","2303",84,2303,"11","10","nn",".5"
"85","2199",85,2199,"13","10","tn",".5"
"86","813",86,813,"13","2","nn",".2"
"87","1928",87,1928,"4","3","tt",".5"
"88","3184",88,3184,"4","2","nt",".7"
"89","504",89,504,"10","6","nn",".2"
"90","919",90,919,"11","6","tt",".2"
"91","2149",91,2149,"9","5","tt",".5"
"92","3747",92,3747,"3","3","nt",".8"
"93","3221",93,3221,"12","9","nt",".7"
"94","896",94,896,"8","5","tn",".2"
"95","3025",95,3025,"6","5","tn",".7"
"96","1806",96,1806,"12","6","tt",".4"
"97","3353",97,3353,"12","10","nn",".8"
"98","4464",98,4464,"8","4","tt",".10"
"99","263",99,263,"12","9","tt",".1"
"100","3783",100,3783,"5","3","tn",".8"
"101","3217",101,3217,"12","2","nt",".7"
"102","109",102,109,"8","1","nn",".1"
"103","3505",103,3505,"7","3","tn",".8"
"104","3962",104,3962,"13","8","nn",".9"
"105","4332",105,4332,"14","12","tn",".10"
"106","1429",106,1429,"11","0","nn",".4"
"107","2745",107,2745,"11","3","nt",".6"
"108","4057",108,4057,"4","2","nn",".9"
"109","3913",109,3913,"10","4","tt",".9"
"110","105",110,105,"11","11","tt",".1"
"111","428",111,428,"12","5","nt",".1"
"112","286",112,286,"6","0","nt",".1"
"113","4394",113,4394,"5","0","nn",".10"
"114","846",114,846,"5","0","nn",".2"
"115","307",115,307,"12","11","nn",".1"
"116","2799",116,2799,"5","3","nt",".6"
"117","1918",117,1918,"10","0","tn",".5"
"118","1387",118,1387,"10","5","tn",".3"
"119","443",119,443,"11","5","tn",".1"
"120","2706",120,2706,"10","1","nn",".6"
"121","3451",121,3451,"12","8","tn",".8"
"122","3694",122,3694,"13","4","nn",".8"
"123","2496",123,2496,"14","5","tn",".6"
"124","3852",124,3852,"6","3","tt",".9"
"125","4080",125,4080,"3","2","nn",".9"
"126","3011",126,3011,"10","5","nt",".7"
"127","2897",127,2897,"7","0","nn",".7"
"128","3106",128,3106,"4","4","tn",".7"
"129","818",129,818,"14","5","tn",".2"
"130","2506",130,2506,"14","5","tt",".6"
"131","571",131,571,"13","5","nn",".2"
"132","445",132,445,"5","3","tt",".1"
"133","1694",133,1694,"14","6","nn",".4"
"134","451",134,451,"13","11","nn",".1"
"135","4474",135,4474,"10","4","nt",".10"
"136","148",136,148,"7","2","tn",".1"
"137","462",137,462,"2","2","tt",".1"
"138","1081",138,1081,"9","6","nt",".3"
"139","447",139,447,"8","0","nn",".1"
"140","1271",140,1271,"14","2","tt",".3"
"141","1196",141,1196,"2","1","nn",".3"
"142","2165",142,2165,"10","6","tt",".5"
"143","3579",143,3579,"5","1","nn",".8"
"144","822",144,822,"13","4","nt",".2"
"145","4598",145,4598,"8","2","nn",".10"
"146","4711",146,4711,"6","2","tt",".10"
"147","3006",147,3006,"10","2","nt",".7"
"148","4562",148,4562,"11","7","nt",".10"
"149","4044",149,4044,"5","4","nt",".9"
"150","1938",150,1938,"14","14","tt",".5"
"151","1105",151,1105,"14","7","nn",".3"
"152","1343",152,1343,"6","5","nt",".3"
"153","3994",153,3994,"10","3","nn",".9"
"154","1946",154,1946,"10","5","nt",".5"
"155","1769",155,1769,"14","10","tn",".4"
"156","273",156,273,"1","1","tn",".1"
"157","2893",157,2893,"10","9","tt",".7"
"158","4409",158,4409,"10","7","tt",".10"
"159","2643",159,2643,"1","0","tn",".6"
"160","1406",160,1406,"9","4","nt",".3"
"161","3491",161,3491,"10","3","tn",".8"
"162","3792",162,3792,"6","3","nt",".8"
"163","2169",163,2169,"10","4","tn",".5"
"164","2703",164,2703,"11","8","tt",".6"
"165","3325",165,3325,"9","9","tt",".7"
"166","3934",166,3934,"6","3","nt",".9"
"167","3983",167,3983,"8","0","tn",".9"
"168","3002",168,3002,"14","10","tn",".7"
"169","1895",169,1895,"9","7","tt",".4"
"170","1116",170,1116,"13","12","tt",".3"
"171","2626",171,2626,"10","9","nn",".6"
"172","1782",172,1782,"9","2","nt",".4"
"173","101",173,101,"13","12","nn",".1"
"174","2341",174,2341,"10","0","nt",".5"
"175","2185",175,2185,"4","3","tn",".5"
"176","3440",176,3440,"11","1","tt",".8"
"177","417",177,417,"6","2","tn",".1"
"178","282",178,282,"12","5","tt",".1"
"179","121",179,121,"4","4","tn",".1"
"180","1881",180,1881,"8","5","tt",".4"
"181","3095",181,3095,"5","2","nt",".7"
"182","11",182,11,"8","7","nn",".1"
"183","1122",183,1122,"5","5","tn",".3"
"184","2886",184,2886,"4","2","tn",".7"
"185","3213",185,3213,"11","0","tt",".7"
"186","223",186,223,"6","3","tn",".1"
"187","684",187,684,"4","0","nn",".2"
"188","3334",188,3334,"6","6","nt",".8"
"189","3842",189,3842,"2","2","nt",".9"
"190","3546",190,3546,"12","1","tt",".8"
"191","1956",191,1956,"3","0","tn",".5"
"192","8",192,8,"9","8","tn",".1"
"193","95",193,95,"7","1","tt",".1"
"194","4515",194,4515,"11","8","nt",".10"
"195","2491",195,2491,"10","6","tt",".6"
"196","911",196,911,"14","6","tn",".2"
"197","4741",197,4741,"9","7","tn",".10"
"198","792",198,792,"8","7","nt",".2"
"199","4400",199,4400,"10","4","nn",".10"
"200","116",200,116,"14","0","nn",".1"
"201","3366",201,3366,"12","12","nt",".8"
"202","1777",202,1777,"12","0","nn",".4"
"203","1389",203,1389,"13","2","tt",".3"
"204","2935",204,2935,"7","6","nt",".7"
"205","3402",205,3402,"12","4","nn",".8"
"206","3895",206,3895,"9","6","nt",".9"
"207","1828",207,1828,"13","4","nt",".4"
"208","177",208,177,"13","3","tn",".1"
"209","269",209,269,"11","9","tn",".1"
"210","355",210,355,"11","5","tt",".1"
"211","741",211,741,"11","9","tn",".2"
"212","1791",212,1791,"11","11","tt",".4"
"213","2326",213,2326,"14","7","tt",".5"
"214","312",214,312,"7","0","tn",".1"
"215","1267",215,1267,"12","1","tn",".3"
"216","256",216,256,"9","1","nn",".1"
"217","71",217,71,"4","2","nt",".1"
"218","657",218,657,"3","0","nt",".2"
"219","3891",219,3891,"8","1","nt",".9"
"220","4677",220,4677,"7","6","tt",".10"
"221","4665",221,4665,"4","3","tt",".10"
"222","2582",222,2582,"11","0","nn",".6"
"223","2235",223,2235,"13","8","tn",".5"
"224","1085",224,1085,"5","3","nn",".3"
"225","1203",225,1203,"9","3","tt",".3"
"226","2521",226,2521,"14","4","tn",".6"
"227","691",227,691,"9","8","tn",".2"
"228","576",228,576,"7","5","nn",".2"
"229","2014",229,2014,"11","6","nt",".5"
"230","1332",230,1332,"9","4","tt",".3"
"231","546",231,546,"13","4","tn",".2"
"232","564",232,564,"14","3","tt",".2"
"233","2448",233,2448,"3","1","nn",".6"
"234","2224",234,2224,"6","0","nn",".5"
"235","1691",235,1691,"6","5","tt",".4"
"236","65",236,65,"4","4","nn",".1"
"237","2821",237,2821,"7","5","tn",".6"
"238","3303",238,3303,"5","4","nn",".7"
"239","1505",239,1505,"11","11","tn",".4"
"240","1930",240,1930,"10","10","tn",".5"
"241","2434",241,2434,"12","8","nn",".6"
"242","4392",242,4392,"1","1","nt",".10"
"243","1521",243,1521,"3","3","tn",".4"
"244","2213",244,2213,"13","4","tt",".5"
"245","660",245,660,"6","3","nt",".2"
"246","3820",246,3820,"14","9","nt",".9"
"247","2270",247,2270,"4","0","nt",".5"
"248","387",248,387,"14","0","tt",".1"
"249","2517",249,2517,"13","4","tn",".6"
"250","337",250,337,"11","8","tt",".1"
"251","2031",251,2031,"7","0","tt",".5"
"252","259",252,259,"6","3","nt",".1"
"253","650",253,650,"13","1","tn",".2"
"254","4526",254,4526,"4","1","tn",".10"
"255","946",255,946,"12","6","nn",".2"
"256","2383",256,2383,"12","10","tn",".6"
"257","1893",257,1893,"13","13","tn",".4"
"258","1495",258,1495,"8","0","tt",".4"
"259","2885",259,2885,"11","0","nn",".7"
"260","3896",260,3896,"11","1","tn",".9"
"261","2313",261,2313,"13","13","tn",".5"
"262","144",262,144,"12","9","nn",".1"
"263","1301",263,1301,"14","7","nt",".3"
"264","182",264,182,"8","3","nn",".1"
"265","863",265,863,"13","9","nn",".2"
"266","2249",266,2249,"9","2","nt",".5"
"267","3409",267,3409,"12","11","nt",".8"
"268","3503",268,3503,"10","9","tt",".8"
"269","1371",269,1371,"12","10","nt",".3"
"270","3630",270,3630,"5","0","tt",".8"
"271","2419",271,2419,"7","7","nn",".6"
"272","2315",272,2315,"12","1","tt",".5"
"273","1859",273,1859,"12","0","nt",".4"
"274","997",274,997,"13","0","nt",".3"
"275","4435",275,4435,"11","7","tn",".10"
"276","4520",276,4520,"7","3","tn",".10"
"277","2427",277,2427,"1","1","tn",".6"
"278","40",278,40,"6","6","nn",".1"
"279","2848",279,2848,"9","2","nt",".6"
"280","2071",280,2071,"1","0","nn",".5"
"281","709",281,709,"9","5","tt",".2"
"282","3272",282,3272,"6","2","tn",".7"
"283","1680",283,1680,"14","0","tt",".4"
"284","3375",284,3375,"12","2","nt",".8"
"285","2704",285,2704,"7","2","nt",".6"
"286","1148",286,1148,"9","5","nt",".3"
"287","218",287,218,"10","7","nn",".1"
"288","4412",288,4412,"4","1","nt",".10"
"289","901",289,901,"13","13","nt",".2"
"290","3329",290,3329,"9","9","nn",".7"
"291","2373",291,2373,"5","5","nt",".5"
"292","770",292,770,"3","2","nt",".2"
"293","4162",293,4162,"13","2","tn",".9"
"294","1452",294,1452,"4","3","nt",".4"
"295","3384",295,3384,"10","9","nt",".8"
"296","255",296,255,"10","1","nt",".1"
"297","3793",297,3793,"12","1","nn",".8"
"298","3724",298,3724,"14","6","tt",".8"
"299","2172",299,2172,"9","3","tt",".5"
"300","3237",300,3237,"10","3","nn",".7"
"301","2671",301,2671,"6","1","tn",".6"
"302","23",302,23,"14","7","nn",".1"
"303","3345",303,3345,"8","4","nn",".8"
"304","4744",304,4744,"14","13","tt",".10"
"305","4751",305,4751,"3","0","nt",".10"
"306","2974",306,2974,"14","7","tn",".7"
"307","3865",307,3865,"5","3","nt",".9"
"308","3472",308,3472,"13","6","tt",".8"
"309","547",309,547,"8","6","tt",".2"
"310","1935",310,1935,"6","3","tn",".5"
"311","296",311,296,"14","11","nt",".1"
"312","3243",312,3243,"8","0","tn",".7"
"313","1183",313,1183,"12","10","tn",".3"
"314","2763",314,2763,"13","10","nn",".6"
"315","2921",315,2921,"10","5","tt",".7"
"316","2497",316,2497,"4","4","nt",".6"
"317","2453",317,2453,"7","4","tt",".6"
"318","1924",318,1924,"7","4","tn",".5"
"319","2862",319,2862,"13","3","nn",".7"
"320","950",320,950,"5","0","tn",".2"
"321","4199",321,4199,"12","3","nn",".9"
"322","2720",322,2720,"5","0","tn",".6"
"323","243",323,243,"10","1","tn",".1"
"324","2469",324,2469,"13","8","tn",".6"
"325","1522",325,1522,"14","14","tt",".4"
"326","1665",326,1665,"5","4","nt",".4"
"327","2951",327,2951,"5","2","tt",".7"
"328","134",328,134,"14","6","nn",".1"
"329","2980",329,2980,"9","5","nn",".7"
"330","1157",330,1157,"10","10","tt",".3"
"331","3857",331,3857,"2","2","tn",".9"
"332","4267",332,4267,"10","5","nn",".9"
"333","1531",333,1531,"6","1","tn",".4"
"334","346",334,346,"5","0","tn",".1"
"335","972",335,972,"8","8","tn",".3"
"336","2818",336,2818,"13","7","nn",".6"
"337","335",337,335,"9","4","tn",".1"
"338","771",338,771,"8","2","nn",".2"
"339","2977",339,2977,"3","3","nn",".7"
"340","713",340,713,"10","0","tt",".2"
"341","1944",341,1944,"8","2","tt",".5"
"342","2912",342,2912,"13","6","tt",".7"
"343","336",343,336,"13","1","tt",".1"
"344","848",344,848,"9","3","nt",".2"
"345","4631",345,4631,"9","8","nn",".10"
"346","3324",346,3324,"13","6","tn",".7"
"347","2241",347,2241,"12","9","tt",".5"
"348","798",348,798,"14","14","tn",".2"
"349","2220",349,2220,"12","5","nt",".5"
"350","6",350,6,"11","6","tn",".1"
"351","2987",351,2987,"14","2","tt",".7"
"352","4692",352,4692,"12","7","tn",".10"
"353","1333",353,1333,"14","13","tt",".3"
"354","2310",354,2310,"5","0","tt",".5"
"355","4455",355,4455,"13","13","tn",".10"
"356","2196",356,2196,"13","8","nn",".5"
"357","4650",357,4650,"8","6","nn",".10"
"358","4350",358,4350,"9","1","nt",".10"
"359","2264",359,2264,"5","2","nn",".5"
"360","4277",360,4277,"13","9","nt",".9"
"361","1132",361,1132,"14","0","nn",".3"
"362","2520",362,2520,"10","3","tt",".6"
"363","2504",363,2504,"1","0","nn",".6"
"364","3231",364,3231,"12","9","nn",".7"
"365","3648",365,3648,"14","0","nt",".8"
"366","3339",366,3339,"9","7","tt",".8"
"367","1577",367,1577,"5","4","tn",".4"
"368","2435",368,2435,"13","7","nt",".6"
"369","2783",369,2783,"13","13","tn",".6"
"370","4604",370,4604,"2","1","nt",".10"
"371","512",371,512,"10","1","tt",".2"
"372","535",372,535,"7","3","nt",".2"
"373","1570",373,1570,"14","4","tn",".4"
"374","869",374,869,"10","8","tn",".2"
"375","3589",375,3589,"8","6","tt",".8"
"376","1583",376,1583,"1","0","nt",".4"
"377","3302",377,3302,"12","1","tt",".7"
"378","2404",378,2404,"5","1","nn",".6"
"379","1679",379,1679,"14","0","nt",".4"
"380","3551",380,3551,"1","1","nt",".8"
"381","3608",381,3608,"10","0","nn",".8"
"382","4703",382,4703,"8","0","tt",".10"
"383","936",383,936,"10","2","nt",".2"
"384","933",384,933,"12","4","tt",".2"
"385","2384",385,2384,"9","1","tn",".6"
"386","2522",386,2522,"5","2","nt",".6"
"387","3840",387,3840,"5","0","tt",".9"
"388","707",388,707,"10","10","nt",".2"
"389","2857",389,2857,"6","4","tt",".7"
"390","810",390,810,"8","0","nt",".2"
"391","4184",391,4184,"12","7","nn",".9"
"392","993",392,993,"11","4","tn",".3"
"393","4574",393,4574,"12","10","nn",".10"
"394","4563",394,4563,"14","5","nn",".10"
"395","857",395,857,"5","1","tt",".2"
"396","2336",396,2336,"11","0","tt",".5"
"397","285",397,285,"14","13","nt",".1"
"398","1067",398,1067,"14","1","nt",".3"
"399","4139",399,4139,"10","9","tn",".9"
"400","3988",400,3988,"11","7","tn",".9"
"401","2432",401,2432,"14","7","tn",".6"
"402","3507",402,3507,"13","0","tn",".8"
"403","647",403,647,"6","4","tn",".2"
"404","3191",404,3191,"14","11","nt",".7"
"405","543",405,543,"8","2","tt",".2"
"406","1985",406,1985,"6","2","nn",".5"
"407","2866",407,2866,"7","1","nn",".7"
"408","188",408,188,"7","3","tn",".1"
"409","3120",409,3120,"9","7","tn",".7"
"410","1798",410,1798,"10","4","tt",".4"
"411","4182",411,4182,"10","10","tn",".9"
"412","1115",412,1115,"12","8","nt",".3"
"413","4530",413,4530,"11","3","tt",".10"
"414","1327",414,1327,"14","1","tt",".3"
"415","4673",415,4673,"14","13","nt",".10"
"416","4165",416,4165,"5","1","tn",".9"
"417","1892",417,1892,"7","0","tt",".4"
"418","2468",418,2468,"13","7","tt",".6"
"419","588",419,588,"12","1","tn",".2"
"420","885",420,885,"3","0","nn",".2"
"421","1686",421,1686,"8","4","nn",".4"
"422","3644",422,3644,"9","3","tn",".8"
"423","164",423,164,"6","5","tn",".1"
"424","2946",424,2946,"11","5","nn",".7"
"425","1289",425,1289,"12","9","nt",".3"
"426","2615",426,2615,"4","2","tt",".6"
"427","3089",427,3089,"5","1","nn",".7"
"428","1308",428,1308,"5","3","nt",".3"
"429","2891",429,2891,"12","5","nn",".7"
"430","3561",430,3561,"12","2","tt",".8"
"431","3473",431,3473,"14","4","tt",".8"
"432","2144",432,2144,"13","6","nt",".5"
"433","1961",433,1961,"11","0","nn",".5"
"434","3623",434,3623,"9","8","nn",".8"
"435","4133",435,4133,"12","6","nn",".9"
"436","2972",436,2972,"11","9","tt",".7"
"437","3759",437,3759,"12","9","tn",".8"
"438","2314",438,2314,"9","6","nn",".5"
"439","3850",439,3850,"14","10","nt",".9"
"440","3096",440,3096,"8","2","nt",".7"
"441","1367",441,1367,"14","9","nt",".3"
"442","3265",442,3265,"14","6","nn",".7"
"443","4228",443,4228,"13","12","tt",".9"
"444","4647",444,4647,"4","4","nn",".10"
"445","4746",445,4746,"11","4","tt",".10"
"446","4313",446,4313,"3","1","tt",".10"
"447","2281",447,2281,"10","9","nt",".5"
"448","1214",448,1214,"12","11","tt",".3"
"449","3768",449,3768,"10","4","nn",".8"
"450","693",450,693,"14","8","nt",".2"
"451","2560",451,2560,"14","6","tn",".6"
"452","2418",452,2418,"10","1","nt",".6"
"453","931",453,931,"9","0","nt",".2"
"454","2402",454,2402,"4","1","tt",".6"
"455","3270",455,3270,"2","2","nt",".7"
"456","1788",456,1788,"12","10","tn",".4"
"457","688",457,688,"11","4","tn",".2"
"458","3991",458,3991,"13","7","nt",".9"
"459","3102",459,3102,"3","3","nt",".7"
"460","4172",460,4172,"12","4","nt",".9"
"461","1556",461,1556,"5","0","nt",".4"
"462","706",462,706,"7","6","nn",".2"
"463","4655",463,4655,"14","7","nt",".10"
"464","1303",464,1303,"12","7","tn",".3"
"465","1071",465,1071,"13","12","nn",".3"
"466","1633",466,1633,"12","8","nt",".4"
"467","1754",467,1754,"14","6","tt",".4"
"468","1579",468,1579,"11","10","tt",".4"
"469","4111",469,4111,"8","3","nn",".9"
"470","3153",470,3153,"13","0","nn",".7"
"471","698",471,698,"8","8","tt",".2"
"472","2591",472,2591,"12","0","tn",".6"
"473","308",473,308,"12","10","tn",".1"
"474","2788",474,2788,"9","4","tt",".6"
"475","1964",475,1964,"5","4","nt",".5"
"476","2257",476,2257,"2","2","nn",".5"
"477","3057",477,3057,"11","1","nn",".7"
"478","3984",478,3984,"6","2","tn",".9"
"479","3192",479,3192,"8","4","tt",".7"
"480","4102",480,4102,"7","1","tn",".9"
"481","3586",481,3586,"4","4","nn",".8"
"482","1370",482,1370,"14","9","tt",".3"
"483","1418",483,1418,"12","12","nn",".3"
"484","705",484,705,"6","2","tn",".2"
"485","927",485,927,"13","7","nt",".2"
"486","3923",486,3923,"9","2","nt",".9"
"487","2082",487,2082,"4","1","tt",".5"
"488","1191",488,1191,"14","11","nn",".3"
"489","708",489,708,"4","1","nn",".2"
"490","1158",490,1158,"13","0","nn",".3"
"491","3900",491,3900,"14","9","nn",".9"
"492","4237",492,4237,"13","0","tn",".9"
"493","2791",493,2791,"11","1","tn",".6"
"494","2433",494,2433,"13","10","tn",".6"
"495","4019",495,4019,"5","0","tn",".9"
"496","4235",496,4235,"11","6","nt",".9"
"497","3774",497,3774,"14","3","tn",".8"
"498","2124",498,2124,"14","1","nn",".5"
"499","2317",499,2317,"6","5","tt",".5"
"500","2666",500,2666,"7","2","tt",".6"
"501","4262",501,4262,"11","5","tn",".9"
"502","3541",502,3541,"13","8","nt",".8"
"503","3112",503,3112,"12","3","tn",".7"
"504","3903",504,3903,"10","2","tt",".9"
"505","1169",505,1169,"12","8","tn",".3"
"506","4502",506,4502,"7","4","tt",".10"
"507","1053",507,1053,"13","3","nn",".3"
"508","302",508,302,"6","1","tn",".1"
"509","1382",509,1382,"10","6","tn",".3"
"510","207",510,207,"5","0","nt",".1"
"511","2839",511,2839,"13","2","nt",".6"
"512","1840",512,1840,"7","5","nt",".4"
"513","3071",513,3071,"13","2","nn",".7"
"514","1058",514,1058,"2","2","tt",".3"
"515","4115",515,4115,"5","2","tn",".9"
"516","160",516,160,"11","0","nt",".1"
"517","3084",517,3084,"11","9","nn",".7"
"518","3081",518,3081,"14","6","tn",".7"
"519","629",519,629,"14","9","nn",".2"
"520","3493",520,3493,"10","10","nt",".8"
"521","3454",521,3454,"7","6","nn",".8"
"522","1681",522,1681,"11","5","tn",".4"
"523","3033",523,3033,"7","4","tn",".7"
"524","2545",524,2545,"14","14","tn",".6"
"525","3656",525,3656,"13","2","nt",".8"
"526","4295",526,4295,"10","9","nn",".10"
"527","1604",527,1604,"4","1","tn",".4"
"528","3736",528,3736,"7","7","nt",".8"
"529","4089",529,4089,"11","0","tt",".9"
"530","3919",530,3919,"7","2","tn",".9"
"531","4714",531,4714,"14","1","nt",".10"
"532","2129",532,2129,"7","2","tn",".5"
"533","2108",533,2108,"11","7","tt",".5"
"534","4319",534,4319,"6","0","tt",".10"
"535","726",535,726,"12","9","nt",".2"
"536","4423",536,4423,"5","0","tn",".10"
"537","1474",537,1474,"14","12","tt",".4"
"538","791",538,791,"8","3","tt",".2"
"539","527",539,527,"1","0","nt",".2"
"540","4341",540,4341,"11","0","tt",".10"
"541","3843",541,3843,"11","10","tn",".9"
"542","1507",542,1507,"9","8","nn",".4"
"543","1865",543,1865,"5","0","tn",".4"
"544","2583",544,2583,"13","0","tt",".6"
"545","2240",545,2240,"1","1","tn",".5"
"546","892",546,892,"3","0","tt",".2"
"547","4176",547,4176,"13","6","nt",".9"
"548","3825",548,3825,"12","12","tn",".9"
"549","1808",549,1808,"14","4","nn",".4"
"550","1551",550,1551,"12","8","nn",".4"
"551","3601",551,3601,"13","10","tt",".8"
"552","1458",552,1458,"9","7","tn",".4"
"553","3314",553,3314,"12","11","tn",".7"
"554","3993",554,3993,"11","3","nn",".9"
"555","3412",555,3412,"9","7","nn",".8"
"556","2686",556,2686,"9","8","nn",".6"
"557","1346",557,1346,"14","14","tn",".3"
"558","2753",558,2753,"11","8","nt",".6"
"559","2603",559,2603,"7","7","tt",".6"
"560","4405",560,4405,"10","4","tn",".10"
"561","3490",561,3490,"2","0","nn",".8"
"562","3664",562,3664,"8","2","nt",".8"
"563","4328",563,4328,"10","0","nt",".10"
"564","4037",564,4037,"12","12","nt",".9"
"565","113",565,113,"10","10","nn",".1"
"566","3837",566,3837,"7","0","nn",".9"
"567","1532",567,1532,"4","4","tt",".4"
"568","3544",568,3544,"9","5","tn",".8"
"569","2234",569,2234,"12","2","tt",".5"
"570","3139",570,3139,"6","6","nn",".7"
"571","1753",571,1753,"14","11","nt",".4"
"572","303",572,303,"12","6","tn",".1"
"573","3390",573,3390,"7","1","tt",".8"
"574","2956",574,2956,"3","3","tt",".7"
"575","3215",575,3215,"8","7","tn",".7"
"576","4092",576,4092,"2","0","nn",".9"
"577","2152",577,2152,"8","4","nt",".5"
"578","3497",578,3497,"12","7","tt",".8"
"579","4099",579,4099,"12","7","nt",".9"
"580","2203",580,2203,"14","0","nt",".5"
"581","3957",581,3957,"10","9","nn",".9"
"582","1880",582,1880,"11","5","nn",".4"
"583","2898",583,2898,"9","9","tn",".7"
"584","3368",584,3368,"6","0","nt",".8"
"585","2554",585,2554,"9","3","nt",".6"
"586","4117",586,4117,"9","9","nt",".9"
"587","744",587,744,"7","7","nn",".2"
"588","3667",588,3667,"2","1","tt",".8"
"589","44",589,44,"3","2","tn",".1"
"590","47",590,47,"4","2","nn",".1"
"591","1565",591,1565,"14","13","tt",".4"
"592","2896",592,2896,"13","11","nt",".7"
"593","1231",593,1231,"7","1","tt",".3"
"594","4252",594,4252,"14","0","tn",".9"
"595","1547",595,1547,"12","5","tn",".4"
"596","2748",596,2748,"14","5","nn",".6"
"597","357",597,357,"4","3","tt",".1"
"598","4197",598,4197,"6","2","tt",".9"
"599","525",599,525,"7","3","tn",".2"
"600","2209",600,2209,"9","6","tt",".5"
"601","596",601,596,"14","11","nn",".2"
"602","3072",602,3072,"13","1","tn",".7"
"603","995",603,995,"11","0","nt",".3"
"604","287",604,287,"11","3","tt",".1"
"605","4659",605,4659,"4","1","nn",".10"
"606","340",606,340,"5","4","nt",".1"
"607","1849",607,1849,"9","5","tt",".4"
"608","903",608,903,"6","0","nn",".2"
"609","4056",609,4056,"1","1","tn",".9"
"610","534",610,534,"8","8","nn",".2"
"611","1314",611,1314,"8","5","nn",".3"
"612","4215",612,4215,"9","2","tt",".9"
"613","2567",613,2567,"10","0","tt",".6"
"614","3668",614,3668,"9","4","tn",".8"
"615","4366",615,4366,"11","7","tt",".10"
"616","439",616,439,"14","14","tt",".1"
"617","324",617,324,"6","0","tn",".1"
